UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Load,Wear_Stress,Wear_Heat
5313,L52492,L,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,9.299999999999955,44015.5,164.5,2190.2999999999997
5314,M20173,M,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,9.199999999999989,51051.600000000006,293.40000000000003,2816.1
5315,L52494,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,9.199999999999989,52390.8,369.6,3753.6000000000004
5316,L52495,L,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,9.199999999999989,46512.0,380.8,4379.2
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,9.199999999999989,55905.9,529.6,5004.8
5318,L52497,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,9.099999999999966,53857.299999999996,625.1,5941.3
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,9.100000000000023,58344.0,819.0,6564.6
5320,M20179,M,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,9.199999999999989,65894.0,1081.0,7192.099999999999
5321,L52500,L,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,9.300000000000011,62016.5,1183.0,8130.2
5322,M20181,M,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,9.300000000000011,78642.4,1397.2,8755.6
5323,M20182,M,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,9.300000000000011,75042.09999999999,1714.3,9693.699999999999
5324,M20183,M,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,9.300000000000011,67711.59999999999,1645.6,10631.8
5325,M20184,M,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,9.400000000000034,47000.8,1139.6000000000001,11573.6
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,9.199999999999989,46246.200000000004,1092.0,12508.0
5327,M20186,M,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,9.199999999999989,69722.0,2062.2000000000003,13133.4
5328,M20187,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,9.199999999999989,35337.2,751.5,14071.5
5329,M20188,M,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,9.199999999999989,58911.4,2011.1999999999998,15019.199999999999
5330,L52509,L,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,9.300000000000011,66248.0,2320.5,15963.0
5331,L52510,L,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,9.299999999999955,50657.2,1690.6999999999998,16583.699999999997
5332,L52511,L,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,9.100000000000023,64436.0,2447.5,17204.0
5333,H34746,H,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,9.099999999999966,64818.600000000006,2633.4,17823.899999999998
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,9.100000000000023,72498.0,3199.2000000000003,19381.2
5335,M20194,M,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,9.200000000000045,26518.800000000003,637.0,20319.0
5336,M20195,M,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,9.099999999999966,58544.5,2645.2,21243.199999999997
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,9.199999999999989,56043.100000000006,2392.7000000000003,22180.399999999998
5338,M20197,M,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,9.300000000000011,65800.8,3241.2,22819.800000000003
5339,M20198,M,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,9.199999999999989,54739.8,2485.2000000000003,23750.0
5340,M20199,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,9.300000000000011,52283.2,2591.2,24703.3
5341,L52520,L,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,9.199999999999989,68674.9,4042.6,25641.399999999998
5342,H34755,H,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,9.300000000000011,78343.2,4687.2,26275.2
5343,M20202,M,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,9.300000000000011,62837.50000000001,4067.3,27839.2
5344,L52523,L,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,9.300000000000011,61708.799999999996,3532.7999999999997,28777.600000000002
5345,L52524,L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,9.400000000000034,69088.0,4775.2,29403.2
5346,L52525,L,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,9.300000000000011,60045.6,3782.3999999999996,30028.800000000003
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,9.300000000000011,54457.0,3479.0,30644.6
5348,L52527,L,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,9.399999999999977,80515.59999999999,6380.0,31270.0
5349,L52528,L,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,9.300000000000011,56155.8,3529.2000000000003,31885.2
5350,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,9.399999999999977,55171.200000000004,3494.4,32520.8
5351,M20210,M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,9.400000000000034,56932.200000000004,3755.7000000000003,33469.6
5352,M20211,M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,9.399999999999977,52785.0,3795.0,34419.0
5353,M20212,M,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,9.400000000000034,57716.99999999999,4101.9,35346.4
5354,L52533,L,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,9.300000000000011,54026.0,3944.0,36273.2
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,9.200000000000045,54825.0,4425.0,36886.8
5356,H34769,H,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,9.199999999999989,66134.4,5976.0,37500.0
5357,H34770,H,303.3,312.6,1692,29.0,125,0,0,0,0,0,0,9.300000000000011,49068.0,3625.0,39075.0
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,9.199999999999989,40540.8,2678.0,40625.0
5359,H34772,H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,9.300000000000011,44213.4,3194.4,41263.200000000004
5360,M20219,M,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,9.300000000000011,65798.7,6452.7,42826.200000000004
5361,L52540,L,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,9.300000000000011,64372.0,6160.0,43764.0
5362,L52541,L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,9.399999999999977,50440.1,4359.4,44403.4
5363,L52542,L,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,9.400000000000034,73017.0,8208.0,45014.4
5364,L52543,L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,9.300000000000011,60568.2,5825.4,45625.0
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,9.400000000000034,56515.299999999996,5224.4,46264.8
5366,L52545,L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,9.5,56347.2,5460.0,46890.0
5367,H34780,H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,9.5,57002.4,6171.2,47515.200000000004
5368,M20227,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,9.399999999999977,47152.2,4191.9,49062.5
5369,M20228,M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,9.399999999999977,50010.0,4800.0,50000.0
5370,H34783,H,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,9.5,57115.299999999996,6177.7,50937.5
5371,H34784,H,303.0,312.4,1627,37.1,168,0,0,0,0,0,0,9.399999999999977,60361.700000000004,6232.8,52483.2
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,9.400000000000034,68449.5,8252.1,54027.9
5373,H34786,H,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,9.400000000000034,70621.2,8189.999999999999,54652.5
5374,M20233,M,302.9,312.3,1809,25.0,180,0,0,0,0,0,0,9.400000000000034,45225.0,4500.0,56214.0
5375,L52554,L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,9.400000000000034,61811.99999999999,7466.4,57150.9
5376,L52555,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,9.400000000000034,53397.0,6456.5,57775.5
5377,H34790,H,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,9.5,76820.0,10752.5,58400.1
5378,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,9.5,38773.0,3667.2000000000003,59980.799999999996
5379,L52558,L,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,9.5,57195.0,7158.599999999999,60605.6
5380,L52559,L,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,9.5,60298.200000000004,8173.200000000001,61230.399999999994
5381,L52560,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,9.5,56025.0,7425.0,61835.4
5382,L52561,L,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,9.599999999999966,44577.0,5400.0,62479.99999999999
5383,L52562,L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,9.5,57392.399999999994,6827.599999999999,63104.799999999996
5384,L52563,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,9.5,60611.2,8221.199999999999,63709.200000000004
5385,M20244,M,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,9.5,65366.0,9476.0,64354.399999999994
5386,H34799,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,9.400000000000034,47182.6,5622.099999999999,65270.700000000004
5387,L52566,L,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,9.300000000000011,61698.0,8988.0,66810.8
5388,L52567,L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,9.399999999999977,71650.0,10800.0,67435.2
5389,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,9.5,70168.0,10682.0,68081.40000000001
5390,L52569,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,9.5,67070.6,10851.1,69018.3
5391,H34804,H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,9.5,69997.6,10525.6,69642.90000000001
5392,L52571,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,9.5,54076.799999999996,7843.2,71181.59999999999
5393,L52572,L,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,9.399999999999977,59536.200000000004,9246.0,71806.0
5394,L52573,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,9.5,62749.8,9883.2,72453.6
5395,M20254,M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,9.5,88971.0,16497.0,73078.2
5396,L52575,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,9.599999999999966,56267.2,8721.599999999999,74038.79999999999
5397,L52576,L,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,9.599999999999966,60463.100000000006,9488.300000000001,74663.59999999999
5398,M20257,M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,9.5,60463.200000000004,10290.7,75264.3
5399,L52578,L,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,9.5,45959.7,5831.599999999999,76225.59999999999
5400,H34813,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,9.599999999999966,75911.8,13234.8,76850.4
5401,L52580,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,9.699999999999989,68385.09999999999,11621.3,78412.4
5402,M20261,M,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,9.699999999999989,79679.2,13864.4,79011.90000000001
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,9.600000000000023,68918.5,0.0,0.0
5404,L52583,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,9.600000000000023,47193.2,50.8,624.6
5405,H34818,H,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,9.699999999999989,65554.2,184.4,1250.0
5406,L52585,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,9.699999999999989,70322.8,438.3,2811.6
5407,L52586,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,9.699999999999989,65007.99999999999,525.8,3436.3999999999996
5408,L52587,L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,9.699999999999989,48459.200000000004,322.40000000000003,4061.2
5409,L52588,L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,9.799999999999955,53724.0,495.0,4686.0
5410,L52589,L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,9.699999999999989,63338.600000000006,751.4000000000001,5310.799999999999
5411,M20270,M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,9.800000000000011,72975.5,978.5,5937.5
5412,L52591,L,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,9.800000000000011,57602.799999999996,866.8,6877.200000000001
5413,L52592,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,9.700000000000045,79547.2,1437.6,7502.400000000001
5414,H34827,H,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,9.800000000000011,55582.799999999996,946.4,8125.0
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,9.699999999999989,52616.2,1063.3,9681.300000000001
5416,M20275,M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,9.799999999999955,70923.0,1659.8999999999999,10309.199999999999
5417,L52596,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,9.699999999999989,50298.0,1090.8,11242.800000000001
5418,L52597,L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,9.799999999999955,63478.799999999996,1740.3999999999999,11871.199999999999
5419,L52598,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,9.799999999999955,58156.8,1664.0,12496.0
5420,L52599,L,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,9.699999999999989,70541.4,2242.7999999999997,13116.6
5421,L52600,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,9.699999999999989,51710.4,1504.8000000000002,13741.2
5422,M20281,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,9.699999999999989,57315.600000000006,1683.6000000000001,14365.800000000001
5423,M20282,M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,9.699999999999989,63279.0,2180.5,15307.599999999999
5424,L52603,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,9.699999999999989,52374.6,1653.6000000000001,16239.6
5425,L52604,L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,9.599999999999966,62653.5,2457.0,16858.8
5426,L52605,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,9.699999999999989,49522.5,1562.3999999999999,17483.2
5427,L52606,L,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,9.699999999999989,65268.0,2436.0,18113.4
5428,L52607,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,9.699999999999989,73853.7,3114.0,18744.0
5429,L52608,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,9.699999999999989,68726.9,2932.6,19368.8
5430,L52609,L,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,9.599999999999966,54696.0,2201.6,19993.6
5431,L52610,L,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,9.699999999999989,48109.6,1874.3999999999999,20625.0
5432,L52611,L,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,9.699999999999989,63450.799999999996,2951.2,21250.0
5433,L52612,L,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,9.599999999999966,64310.4,3234.0,21868.0
5434,L52613,L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,9.600000000000023,70525.0,3276.0,22500.0
5435,L52614,L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,9.600000000000023,49521.6,2249.6,23125.0
5436,M20295,M,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,9.5,64160.4,3199.6,23750.0
5437,M20296,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,9.600000000000023,51881.1,2441.1,24687.5
5438,M20297,M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,9.700000000000045,64681.6,3804.7999999999997,25633.2
5439,L52618,L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,9.600000000000023,54024.3,2728.5,26562.5
5440,L52619,L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,9.5,49593.0,2653.5,27187.5
5441,H34854,H,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,9.5,50940.0,2670.0,27812.5
5442,M20301,M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,9.600000000000023,59716.799999999996,4032.6,29384.4
5443,L52622,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,9.599999999999966,70085.4,5024.599999999999,30331.899999999998
5444,M20303,M,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,9.699999999999989,66736.8,4633.2,30957.3
5445,L52624,L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,9.699999999999989,40277.6,2029.8,31895.399999999998
5446,M20305,M,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,9.800000000000011,52900.8,3338.4,32531.2
5447,L52626,L,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,9.799999999999955,60591.1,4290.7,33480.299999999996
5448,L52627,L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,9.699999999999989,64606.5,4806.900000000001,34095.200000000004
5449,L52628,L,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,9.699999999999989,64831.799999999996,4639.799999999999,34709.7
5450,L52629,L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,9.699999999999989,35167.9,1706.3,35346.4
5451,H34864,H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,9.699999999999989,60126.5,4818.5,35972.0
5452,L52631,L,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,9.699999999999989,66416.8,5856.0,37524.0
5453,M20312,M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,9.699999999999989,55597.399999999994,4367.599999999999,38149.4
5454,L52633,L,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,9.600000000000023,61087.1,5262.5,39075.0
5455,L52634,L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,9.5,58732.200000000004,5105.400000000001,39687.5
5456,M20315,M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,9.5,44532.5,3031.5,40325.4
5457,M20316,M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,9.5,51554.299999999996,4342.8,41263.200000000004
5458,M20317,M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,9.5,53987.4,4549.5,42187.5
5459,L52638,L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,9.5,63739.4,5809.8,43138.8
5460,L52639,L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,9.399999999999977,71342.3,6874.0,43750.0
5461,M20320,M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,9.399999999999977,55088.6,5126.2,44360.799999999996
5462,M20321,M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,9.400000000000034,69761.90000000001,7554.5,45283.5
5463,L52642,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,9.400000000000034,43069.200000000004,3374.4,46220.4
5464,L52643,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,9.5,54322.799999999996,5220.0,46860.0
5465,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,9.5,54912.9,5031.2,47484.799999999996
5466,L52645,L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,9.5,70488.0,7672.5,48422.0
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,9.400000000000034,63742.200000000004,7017.900000000001,49031.1
5468,L52647,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,9.5,71086.2,8224.0,49984.0
5469,L52648,L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,9.5,52743.6,4843.8,50592.6
5470,M20329,M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,9.5,61157.5,6970.0,51200.799999999996
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,9.5,56267.5,5928.5,52137.4
5472,L52651,L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,9.600000000000023,82375.2,10404.0,53091.0
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,9.5,80110.8,9941.6,53715.6
5474,L52653,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,9.5,70914.2,9013.199999999999,54322.799999999996
5475,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,9.400000000000034,64628.2,8254.4,54929.600000000006
5476,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,9.5,62524.799999999996,8377.199999999999,55883.799999999996
5477,M20336,M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,9.5,60690.0,7602.0,56490.100000000006
5478,L52657,L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,9.400000000000034,46719.5,4876.0,57426.4
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,9.5,54935.100000000006,6342.6,58069.2
5480,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,9.400000000000034,50204.4,6034.8,58674.8
5481,H34894,H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,9.400000000000034,53208.0,6876.0,59611.100000000006
5482,L52661,L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,9.399999999999977,50758.5,5586.0,61152.0
5483,L52662,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,9.5,47757.6,5306.400000000001,61795.8
5484,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,9.5,43800.0,4380.0,62420.00000000001
5485,M20344,M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,9.5,46197.8,5135.900000000001,63336.0
5486,L52665,L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,9.5,68544.0,10506.0,64292.600000000006
5487,L52666,L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,9.599999999999966,65360.0,8944.0,64937.6
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,9.5,64278.899999999994,8379.0,65541.0
5489,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,9.5,75545.0,11097.300000000001,66498.59999999999
5490,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,9.5,52465.0,7525.0,67101.5
5491,L52670,L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,9.5,88228.0,0.0,0.0
5492,M20351,M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,9.5,79110.0,117.2,624.4
5493,M20352,M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,9.5,67900.59999999999,254.5,1562.0
5494,L52673,L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,9.599999999999966,78569.6,456.8,2499.2
5495,L52674,L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,9.599999999999966,67716.0,495.0,3124.0
5496,H34909,H,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,9.600000000000023,74635.0,660.0,3750.0
5497,M20356,M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,9.600000000000023,46176.0,408.0,5312.5
5498,M20357,M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,9.600000000000023,62040.0,800.0,6250.0
5499,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,9.600000000000023,40343.6,487.59999999999997,7187.5
5500,H34913,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,9.400000000000034,69007.90000000001,1266.2,8119.8
5501,L52680,L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,9.400000000000034,56355.200000000004,1091.2,9675.1
5502,L52681,L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,9.400000000000034,57862.5,1237.5,10299.300000000001
5503,L52682,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,9.5,75259.7,1830.5,10923.5
5504,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,9.399999999999977,48550.1,1084.1000000000001,11544.0
5505,L52684,L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,9.399999999999977,74358.0,2142.0,13112.4
5506,L52685,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,9.399999999999977,47840.399999999994,1205.6,13736.8
5507,L52686,L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,9.300000000000011,51148.5,1403.0,14361.199999999999
5508,L52687,L,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,9.300000000000011,60648.0,1915.1999999999998,14980.800000000001
5509,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,9.300000000000011,75321.7,2755.0,15610.0
5510,L52689,L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,9.399999999999977,55078.5,1898.0,16234.4
5511,L52690,L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,9.300000000000011,72885.2,2775.6,16853.4
5512,L52691,L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,9.300000000000011,39747.4,1136.8,17477.600000000002
5513,L52692,L,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,9.399999999999977,51973.799999999996,1792.1999999999998,18107.6
5514,M20373,M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,9.399999999999977,73035.59999999999,3018.0,18732.0
5515,L52694,L,302.7,312.0,1828,24.0,63,0,0,0,0,0,0,9.300000000000011,43872.0,1512.0,19656.0
5516,H34929,H,302.7,312.0,1484,41.5,65,0,0,0,0,0,0,9.300000000000011,61586.0,2697.5,20280.0
5517,L52696,L,302.6,312.0,1674,32.2,70,0,0,0,0,0,0,9.399999999999977,53902.8,2254.0,21840.0
5518,L52697,L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,9.299999999999955,71676.0,3564.0,22456.8
5519,M20378,M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,9.300000000000011,38639.3,1413.4,23073.2
5520,L52699,L,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,9.399999999999977,68824.8,3649.7999999999997,24016.3
5521,M20380,M,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,9.399999999999977,67320.0,3555.0,24648.0
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,9.299999999999955,65519.299999999996,3845.7999999999997,25575.8
5523,L52702,L,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,9.299999999999955,56812.3,3284.4,26199.6
5524,M20383,M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,9.399999999999977,53035.2,2992.7999999999997,26823.399999999998
5525,L52704,L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,9.299999999999955,50459.7,2750.1,27759.1
5526,M20385,M,302.6,312.0,1363,45.7,91,0,0,0,0,0,0,9.399999999999977,62289.100000000006,4158.7,28392.0
5527,L52706,L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,9.399999999999977,68248.0,4220.599999999999,29318.6
5528,M20387,M,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,9.399999999999977,59441.6,3724.7999999999997,29942.399999999998
5529,L52708,L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,9.400000000000034,70445.59999999999,5039.099999999999,30868.2
5530,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,9.400000000000034,61406.1,4029.8999999999996,31491.800000000003
5531,M20390,M,302.3,311.8,1355,50.1,104,0,0,0,0,0,0,9.5,67885.5,5210.400000000001,32427.2
5532,M20391,M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,9.399999999999977,56099.2,3991.1,33351.9
5533,L52712,L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,9.400000000000034,68781.6,5126.0,34298.0
5534,L52713,L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,9.300000000000011,46294.899999999994,3012.7999999999997,34910.4
